OPPO,R815W/X909/X917W/R821W/R820,3636,
OPPO,R821T,3351,201306
OPPO,A201,2487,
OPPO,U525,2463,
OPPO,U708,2275,
OPPO,R819T,2042,201306
OPPO,R831T,1937,201406
OPPO,R2017,1913,201406
OPPO,1107,1902,
OPPO,Find5 X909,1901,201306
OPPO,A520,1879,
OPPO,R823T,1797,201306
OPPO,R801,1782,201206
OPPO,R8007,1739,201404
OPPO,R7007,1731,
OPPO,R830,1583,
OPPO,R815T,1581,
OPPO,R831S,1532,201405
OPPO,A100,1486,200806
OPPO,X9070/R2010/R830S/R8000/N5110,1402,
OPPO,X907,1390,201206
OPPO,U705T,1377,201206
OPPO,R813T,1367,
OPPO,X9070,1330,201406
OPPO,A125,1318,201006
OPPO,R827T,1289,
OPPO,T15,1236,
OPPO,A109C,1215,
OPPO,U521,1213,201006
OPPO,R6007,1184,201406
OPPO,U707T,1138,
OPPO,R829T,1052,201312
OPPO,A107,1050,
OPPO,R811,1006,
OPPO,X9007,932,201406
OPPO,A115K,926,201106
OPPO,R8100/1100/8200,922,
OPPO,A207,846,
OPPO,U701,835,
OPPO,Find5 X909T,782,
OPPO,R805,772,
OPPO,A105K,742,
OPPO,R7005/1105,740,
OPPO,R8207,738,201501
OPPO,N1T,736,201301
OPPO,R8107,731,201411
OPPO,N5117,724,
OPPO,T703,690,201106
OPPO,F15,665,201006
OPPO,A93,664,201106
OPPO,R817,657,201206
OPPO,U705W,579,201206
OPPO,A127,572,
OPPO,R833T,570,201306
OPPO,A617,556,201106
OPPO,R809T,533,201306
OPPO,A113K,533,
OPPO,A115,529,
OPPO,A121,529,
OPPO,A90,517,200906
OPPO,3007,488,
OPPO,A613,487,201106
OPPO,R807,482,
OPPO,U701T,383,
OPPO,A503,362,
OPPO,U539,347,201106
OPPO,1207,347,
OPPO,R2007,331,
OPPO,6607,331,201501
OPPO,N5207,325,
OPPO,A103,321,200806
OPPO,R8000,296,201404
OPPO,F29,266,
OPPO,A113,238,200906
OPPO,R7t,227,
OPPO,R817T,222,
OPPO,X903,216,201106
OPPO,R803,211,
OPPO,T9,208,
OPPO,R2007/R831T,189,
OPPO,3005/8205,175,
OPPO,A501,168,
OPPO,3007K,137,
OPPO,T29,121,201206
OPPO,A203,113,
OPPO,X905,107,201206
OPPO,P51,104,
OPPO,E21W,89,201006
OPPO,A105,86,
OPPO,X9077/X9076,76,
OPPO,N5209,72,
OPPO,R7017,66,
OPPO,F19,55,
OPPO,Find 7(X9077),54,
OPPO,R601,52,
OPPO,T5,52,
OPPO,R801T,50,
OPPO,R8109,49,201503
OPPO,A129,48,201106
OPPO,R811W,42,
OPPO,A109K,34,
OPPO,A105k,22,
OPPO,A615,14,
OPPO,E27W,14,
OPPO,A93K,9,
OPPO,C60,7,
OPPO,N5111,5,
OPPO,A109,5,
OPPO,R831K,4,
OPPO,R831L/R8001,1,
OPPO,R831K/R2016/R8001/N5111/N5116,1,
