Coolpad,Coolpad 8076,4214,201206
Coolpad,Coolpad 8297,3806,201401
Coolpad,Coolpad 7295+,3378,201306
Coolpad,Coolpad 8150S,2454,201306
Coolpad,Coolpad 7296+/Coolpad 7060/Coolpad 7295M/Coolpad 7295C,2416,
Coolpad,Coolpad 7295,2334,201306
Coolpad,Coolpad 8198W,2145,
Coolpad,Coolpad 7270/Coolpad 7231,2123,
Coolpad,Coolpad 7295A/Coolpad 7296,2048,
Coolpad,Coolpad 7296,1781,201306
Coolpad,Coolpad 8070,1776,201206
Coolpad,Coolpad 8670,1713,201406
Coolpad,Coolpad 7295A,1667,201306
Coolpad,Coolpad 7269,1652,201306
Coolpad,Coolpad 8720L,1638,201311
Coolpad,Coolpad 8012,1225,
Coolpad,Coolpad 8085N,1151,
Coolpad,Coolpad 7610,1117,201406
Coolpad,Coolpad 8085,1076,201306
Coolpad,Coolpad 8060,1061,
Coolpad,Coolpad 8675-HD,1045,201408
Coolpad,Coolpad 5951,975,201402
Coolpad,Coolpad 8971,927,201309
Coolpad,Coolpad 8079,909,201308
Coolpad,Coolpad 7019A,881,201206
Coolpad,Coolpad 7298D,871,201206
Coolpad,Coolpad 9190L,867,201404
Coolpad,Coolpad 7620L/Coolpad 7920/Coolpad 7610/Coolpad 7971,858,
Coolpad,Coolpad 7298/Coolpad 7298A,839,201406
Coolpad,Coolpad 7620L-W00,838,
Coolpad,Coolpad 8089/Coolpad 8012,838,
Coolpad,Coolpad 5950,811,201306
Coolpad,Coolpad 7260,773,201106
Coolpad,Coolpad 8190,759,201306
Coolpad,Coolpad 8675-FHD,729,201408
Coolpad,Coolpad 8020+,719,201206
Coolpad,Coolpad 8297W,676,201401
Coolpad,Coolpad 7235,640,201306
Coolpad,Coolpad 5892,635,201401
Coolpad,Coolpad 8720,633,201311
Coolpad,Coolpad 8190Q,629,201306
Coolpad,Coolpad W706+,624,201106
Coolpad,Coolpad 8025,589,
Coolpad,Coolpad 8720Q,571,201308
Coolpad,Coolpad 8691/Coolpad 8691-00/Coolpad 8675-A,560,
Coolpad,Coolpad 5217/Coolpad 5310,551,
Coolpad,Coolpad 7230,546,201206
Coolpad,Coolpad 8150,545,201206
Coolpad,Coolpad 9250L,528,
Coolpad,Coolpad 7290,521,201206
Coolpad,Coolpad 7019,504,201206
Coolpad,Coolpad 8056,492,
Coolpad,Coolpad 8010,491,
Coolpad,Coolpad 7268,486,201306
Coolpad,Coolpad 8017,475,201406
Coolpad,Coolpad 8295M,473,201306
Coolpad,Coolpad 8731,463,
Coolpad,Coolpad 8020,451,201206
Coolpad,Coolpad 8050,446,201206
Coolpad,Coolpad 8729,427,201406
Coolpad,Coolpad 8122,411,201306
Coolpad,Coolpad 8170/8198T,398,
Coolpad,Coolpad 8790,391,
Coolpad,Coolpad 8022,382,201206
Coolpad,Coolpad 7061/Coolpad 7060S,380,
Coolpad,Coolpad 7122/Coolpad 7232/Coolpad 7275,372,
Coolpad,Coolpad 8730L,350,201206
Coolpad,Coolpad 8750,348,201306
Coolpad,Coolpad 8675,335,201408
Coolpad,Coolpad 7321,332,
Coolpad,Coolpad 7260+,313,201106
Coolpad,Coolpad 5880,312,201206
Coolpad,Coolpad 7020,312,201406
Coolpad,Coolpad 7251,312,201406
Coolpad,Coolpad 7298/Coolpad 7298A/Coolpad 7320,307,
Coolpad,Coolpad 5930,298,201306
Coolpad,Coolpad 7269/9976A/9976T,298,
Coolpad,Coolpad F600,295,
Coolpad,Coolpad 7232/Coolpad 7275,292,
Coolpad,Coolpad 8295C,289,201406
Coolpad,Coolpad 8730L/Coolpad 8971,284,
Coolpad,Coolpad 6025,275,
Coolpad,Coolpad 7276,270,
Coolpad,Coolpad Y75,270,201406
Coolpad,Coolpad 8150D,265,201206
Coolpad,Coolpad Y60-C,265,201406
Coolpad,Coolpad 8702D,264,201406
Coolpad,Coolpad Y76,248,
Coolpad,Coolpad 8295,246,201306
Coolpad,Coolpad 8089,240,201306
Coolpad,Coolpad 9150W,227,201306
Coolpad,Coolpad 5213,219,
Coolpad,Coolpad 8071,216,
Coolpad,Coolpad 7230S,210,201306
Coolpad,Coolpad 5219,197,201306
Coolpad,Coolpad 8713,194,201406
Coolpad,Coolpad 8195,194,201306
Coolpad,Coolpad 8702,184,201406
Coolpad,Coolpad W706,181,201106
Coolpad,Coolpad T66,166,201106
Coolpad,Coolpad 5855,165,201106
Coolpad,Coolpad 7266,160,201206
Coolpad,Coolpad 7011,158,
Coolpad,Coolpad 8013,157,201106
Coolpad,Coolpad 5872,148,201406
Coolpad,Coolpad T1/Coolpad 5951L-S01,146,
Coolpad,Coolpad 8705,143,201403
Coolpad,Coolpad 8180,142,201206
Coolpad,Coolpad 9190,139,201404
Coolpad,Coolpad 9080W,138,201306
Coolpad,Coolpad 8732,136,201406
Coolpad,Coolpad 5316,130,201406
Coolpad,Coolpad 5870,129,201206
Coolpad,Coolpad 8809,126,
Coolpad,Coolpad Y80D,124,201501
Coolpad,Coolpad F800,123,200906
Coolpad,Coolpad 8725,123,
Coolpad,Coolpad 9150,122,201306
Coolpad,Coolpad A520,122,
Coolpad,Coolpad 5216D,121,
Coolpad,Coolpad 5218D,119,201306
Coolpad,Coolpad D580,115,
Coolpad,Coolpad 5311/Coolpad 5315,106,
Coolpad,Coolpad 5890,106,201306
Coolpad,Coolpad 9190_T00(S6),104,
Coolpad,Coolpad 5832,103,201206
Coolpad,Coolpad 7122,101,
Coolpad,Coolpad 8810,99,201106
Coolpad,Coolpad W702,97,201106
Coolpad,Coolpad Y60-C1,93,201406
Coolpad,Coolpad 8077,89,201306
Coolpad,Coolpad 6030,87,
Coolpad,Coolpad 8908,82,201306
Coolpad,Coolpad 7270_W00,79,
Coolpad,Coolpad W711,79,201006
Coolpad,Coolpad 5910,79,201206
Coolpad,Coolpad 8185,78,
Coolpad,Coolpad 7060/Coolpad 7236S/Coolpad 7295+,76,
Coolpad,Coolpad 7728,73,201206
Coolpad,Coolpad 7105,73,201501
Coolpad,Coolpad 8816,71,201206
Coolpad,Coolpad 8122S,71,
Coolpad,Coolpad 7620L,70,201403
Coolpad,Coolpad D539,60,201106
Coolpad,Coolpad D21,59,200906
Coolpad,Coolpad 9970,59,201309
Coolpad,Coolpad 9070,59,201306
Coolpad,Coolpad 7276/Coolpad 7060/Coolpad 7251,57,
Coolpad,Coolpad 9900,55,201106
Coolpad,Coolpad 9120,54,201206
Coolpad,Coolpad 8021,52,201406
Coolpad,Coolpad 9000,50,
Coolpad,Coolpad 8735/Coolpad 8736,48,
Coolpad,Coolpad 8707,48,201503
Coolpad,Coolpad 8070D,47,201206
Coolpad,Coolpad W713,47,
Coolpad,Coolpad 9960,45,201206
Coolpad,Coolpad T60,45,
Coolpad,Coolpad Y60-W,44,201411
Coolpad,Coolpad 5879,44,201306
Coolpad,Coolpad 7060,43,201406
Coolpad,Coolpad 8028,43,
Coolpad,Coolpad 6018,42,
Coolpad,Coolpad 8729D,41,
Coolpad,Coolpad 5899,37,
Coolpad,Coolpad W708,37,201106
Coolpad,Coolpad 5210D,36,
Coolpad,Coolpad 7500,35,201106
Coolpad,Coolpad V1-C,35,
Coolpad,Coolpad 8730,34,201206
Coolpad,Coolpad SK1-01,32,
Coolpad,Coolpad 8950,30,201206
Coolpad,Coolpad 5876,30,
Coolpad,Coolpad T63,30,
Coolpad,Coolpad 2938,30,
Coolpad,Coolpad 6056,28,
Coolpad,Coolpad E600,28,200906
Coolpad,Coolpad 5951L,28,
Coolpad,Coolpad 9930,27,201106
Coolpad,Coolpad F650,27,
Coolpad,Coolpad F620,27,
Coolpad,Coolpad W770,21,201106
Coolpad,Coolpad 8706,21,
Coolpad,Coolpad S20,19,200906
Coolpad,Coolpad 8690-T00,19,
Coolpad,Coolpad 8811,19,201106
Coolpad,Coolpad F69,19,
Coolpad,Coolpad F608,18,200906
Coolpad,Coolpad N900+,18,200906
Coolpad,Coolpad N68,17,
Coolpad,Coolpad 289,16,
Coolpad,Coolpad 298,14,200706
Coolpad,Coolpad 8360,14,
Coolpad,Coolpad D550,14,
Coolpad,Coolpad N930,13,
Coolpad,Coolpad 8026,12,201206
Coolpad,Coolpad D60,11,200806
Coolpad,Coolpad F668,11,
Coolpad,Coolpad W700,11,
Coolpad,Coolpad V1-T,11,
Coolpad,Coolpad 8710,10,201206
Coolpad,Coolpad V1-W,10,
Coolpad,Coolpad N950,10,
Coolpad,Coolpad 7295T,9,
Coolpad,Coolpad F800T,9,
Coolpad,Coolpad 8715,9,201406
Coolpad,Coolpad 7060/Coolpad 7236/Coolpad 7295+,8,
Coolpad,Coolpad 8310,7,
Coolpad,Coolpad N900,7,200906
Coolpad,Coolpad 288,7,
Coolpad,Coolpad 8870,7,201206
Coolpad,Coolpad 5230,7,
Coolpad,Coolpad 238,7,
Coolpad,Coolpad 6058,7,
Coolpad,Coolpad 9190-W00,7,
Coolpad,Coolpad 7360,7,200806
Coolpad,Coolpad 6268,7,
Coolpad,Coolpad 8166,7,
Coolpad,Coolpad 766,6,
Coolpad,Coolpad N900S,6,
Coolpad,Coolpad 8910,5,
Coolpad,Coolpad 7605,4,201406
Coolpad,Coolpad 9100,4,201106
Coolpad,Coolpad V1S-C,3,
Coolpad,Coolpad 8920,2,201206
Coolpad,Coolpad 8297-C10,2,
Coolpad,Coolpad E506,2,
Coolpad,Coolpad D518,2,201106
Coolpad,Coolpad 8260,1,201206
Coolpad,Coolpad 8900,1,
Coolpad,Z30-T,1,
Coolpad,Coolpad 8675-F01,1,
Coolpad,YL-G6,1,
Coolpad,Coolpad SS1-01,1,
Coolpad,Coolpad 7005,1,201206
